onset,pitch,duration,staff
122.0,72,0.496,0.0
122.0,69,0.496,0.0
122.0,53,0.496,0.0
122.0,41,0.496,0.0
124.0,79,0.496,0.0
124.0,76,0.496,0.0
124.0,72,0.496,0.0
124.0,67,0.496,0.0
124.0,55,0.496,0.0
124.0,43,0.496,0.0
126.0,71,0.496,0.0
126.0,67,0.496,0.0
126.0,62,0.496,0.0
126.0,59,0.496,0.0
126.0,43,0.496,0.0
126.0,31,0.496,0.0
128.0,72,2.998,0.0
128.0,67,2.998,0.0
128.0,64,2.998,0.0
128.0,48,0.998,0.0
128.0,36,0.998,0.0
129.0,60,0.246,0.0
129.0,55,0.246,0.0
129.0,52,0.246,0.0
129.5,60,0.246,0.0
129.5,55,0.246,0.0
129.5,52,0.246,0.0
130.0,60,0.498,0.0
130.0,55,0.498,0.0
130.0,52,0.498,0.0
130.5,48,0.435,0.0
131.0,76,0.81,0.0
131.0,64,0.81,0.0
131.0,60,0.246,0.0
131.0,55,0.246,0.0
131.0,52,0.246,0.0
131.5,60,0.246,0.0
131.5,55,0.246,0.0
131.5,52,0.246,0.0
132.0,79,2.998,0.0
132.0,67,2.998,0.0
132.0,60,0.498,0.0
132.0,55,0.498,0.0
132.0,52,0.498,0.0
132.5,48,0.435,0.0
133.0,60,0.246,0.0
133.0,55,0.246,0.0
133.0,52,0.246,0.0
133.5,60,0.246,0.0
133.5,55,0.246,0.0
133.5,52,0.246,0.0
134.0,60,0.498,0.0
134.0,55,0.498,0.0
134.0,52,0.498,0.0
134.5,48,0.435,0.0
135.0,77,0.248,0.0
135.0,60,0.246,0.0
135.0,55,0.246,0.0
135.0,52,0.246,0.0
135.25,76,0.248,0.0
135.5,74,0.248,0.0
135.5,60,0.246,0.0
135.5,55,0.246,0.0
135.5,52,0.246,0.0
135.75,72,0.2,0.0
136.0,71,2.998,0.0
136.0,67,2.998,0.0
136.0,65,2.998,0.0
136.0,62,2.998,0.0
136.0,48,0.496,0.0
136.0,36,0.496,0.0
137.0,59,0.246,0.0
137.0,55,0.246,0.0
137.0,53,0.246,0.0
137.5,59,0.246,0.0
137.5,55,0.246,0.0
137.5,53,0.246,0.0
138.0,59,0.498,0.0
138.0,55,0.498,0.0
138.0,53,0.498,0.0
138.5,48,0.435,0.0
139.0,86,0.998,0.0
139.0,74,0.998,0.0
139.0,59,0.246,0.0
139.0,55,0.246,0.0
139.0,53,0.246,0.0
139.5,59,0.246,0.0
139.5,55,0.246,0.0
139.5,53,0.246,0.0
140.0,89,2.998,0.0
140.0,77,2.998,0.0
140.0,62,0.498,0.0
140.0,55,0.498,0.0
140.0,53,0.498,0.0
140.5,48,0.435,0.0
141.0,62,0.246,0.0
141.0,55,0.246,0.0
141.0,53,0.246,0.0
141.5,62,0.246,0.0
141.5,55,0.246,0.0
141.5,53,0.246,0.0
142.0,62,0.498,0.0
142.0,55,0.498,0.0
142.0,53,0.498,0.0
142.5,48,0.435,0.0
143.0,88,0.248,0.0
143.0,62,0.246,0.0
143.0,55,0.246,0.0
143.0,53,0.246,0.0
143.25,86,0.248,0.0
143.5,84,0.248,0.0
143.5,62,0.246,0.0
143.5,55,0.246,0.0
143.5,53,0.246,0.0
143.75,83,0.2,0.0
144.0,84,0.496,0.0
144.0,79,0.496,0.0
144.0,76,0.496,0.0
144.0,72,0.496,0.0
144.0,48,0.496,0.0
144.0,36,0.496,0.0
145.0,72,0.246,0.0
145.0,60,0.246,0.0
145.0,55,0.246,0.0
145.0,52,0.246,0.0
145.5,74,0.246,0.0
145.5,60,0.246,0.0
145.5,55,0.246,0.0
145.5,52,0.246,0.0
146.0,76,0.498,0.0
146.0,64,0.498,0.0
146.0,60,0.498,0.0
146.0,55,0.498,0.0
146.0,52,0.498,0.0
146.5,48,0.435,0.0
146.5,74,0.435,0.0
