487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	3.0
23.545	57.957	3.0
57.957	91.394	2.0
91.394	110.713	1.0
110.713	130.264	3.0
130.264	149.908	0.0
149.908	163.979	0.0
163.979	196.812	2.0
196.812	216.178	1.0
216.178	235.729	3.0
235.729	244.599	0.0
244.599	255.373	0.0
255.373	269.398	0.0
269.398	308.593	2.0
308.593	334.274	2.0
334.274	345.884	0.0
345.884	354.104	0.0
354.104	384.894	2.0
384.894	402.170	3.0
402.170	435.885	3.0
435.885	461.845	3.0
461.845	487.387	0.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	57.957	2.0
57.957	91.394	0.0
91.394	110.713	2.0
110.713	130.264	1.0
130.264	139.180	3.0
139.180	149.908	3.0
149.908	163.979	3.0
163.979	196.812	0.0
196.812	216.178	2.0
216.178	235.729	1.0
235.729	244.599	3.0
244.599	255.373	3.0
255.373	269.398	3.0
269.398	308.593	0.0
308.593	334.274	0.0
334.274	345.884	3.0
345.884	354.104	3.0
354.104	384.894	0.0
384.894	402.170	1.0
402.170	435.885	0.0
435.885	461.845	2.0
461.845	487.387	2.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	57.957	0.0
57.957	91.394	0.0
91.394	110.713	3.0
110.713	130.264	1.0
130.264	139.180	2.0
139.180	149.908	3.0
149.908	163.979	3.0
163.979	196.812	0.0
196.812	216.178	3.0
216.178	235.729	1.0
235.729	244.599	2.0
244.599	255.373	3.0
255.373	269.398	3.0
269.398	308.593	0.0
308.593	334.274	0.0
334.274	345.884	3.0
345.884	354.104	3.0
354.104	384.894	0.0
384.894	402.170	0.0
402.170	411.040	2.0
411.040	435.885	0.0
435.885	461.845	0.0
461.845	487.387	3.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	57.957	0.0
57.957	91.394	0.0
91.394	110.713	3.0
110.713	130.264	2.0
130.264	139.180	1.0
139.180	149.908	1.0
149.908	163.979	1.0
163.979	196.812	0.0
196.812	216.178	3.0
216.178	235.729	2.0
235.729	244.599	1.0
244.599	255.373	1.0
255.373	269.398	1.0
269.398	308.593	0.0
308.593	334.274	0.0
334.274	345.884	1.0
345.884	354.104	1.0
354.104	384.894	0.0
384.894	402.170	0.0
402.170	411.040	1.0
411.040	418.052	1.0
418.052	435.885	0.0
435.885	461.845	0.0
461.845	487.387	1.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	1.0
23.545	57.957	1.0
57.957	91.394	1.0
91.394	99.985	0.0
99.985	110.713	0.0
110.713	130.264	3.0
130.264	139.180	0.0
139.180	149.908	2.0
149.908	163.979	2.0
163.979	196.812	1.0
196.812	216.178	1.0
216.178	235.729	3.0
235.729	244.599	0.0
244.599	255.373	2.0
255.373	269.398	2.0
269.398	308.593	1.0
308.593	334.274	1.0
334.274	345.884	2.0
345.884	354.104	2.0
354.104	384.894	1.0
384.894	402.170	3.0
402.170	411.040	0.0
411.040	418.052	0.0
418.052	435.885	1.0
435.885	461.845	1.0
461.845	487.387	0.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	57.957	0.0
57.957	91.394	0.0
91.394	99.985	1.0
99.985	110.713	1.0
110.713	130.264	3.0
130.264	139.180	1.0
139.180	149.908	2.0
149.908	163.979	2.0
163.979	196.812	0.0
196.812	205.961	1.0
205.961	216.178	1.0
216.178	235.729	3.0
235.729	244.599	1.0
244.599	255.373	2.0
255.373	269.398	2.0
269.398	308.593	0.0
308.593	334.274	0.0
334.274	345.884	2.0
345.884	354.104	2.0
354.104	384.894	0.0
384.894	402.170	0.0
402.170	411.040	1.0
411.040	418.052	1.0
418.052	435.885	0.0
435.885	461.845	0.0
461.845	487.387	1.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	1.0
23.545	57.957	1.0
57.957	91.394	3.0
91.394	99.985	0.0
99.985	110.713	0.0
110.713	130.264	2.0
130.264	139.180	0.0
139.180	149.908	0.0
149.908	163.979	1.0
163.979	196.812	3.0
196.812	205.961	0.0
205.961	216.178	0.0
216.178	235.729	2.0
235.729	244.599	0.0
244.599	255.373	0.0
255.373	269.398	1.0
269.398	308.593	3.0
308.593	334.274	1.0
334.274	345.884	0.0
345.884	354.104	1.0
354.104	372.448	1.0
372.448	384.894	0.0
384.894	402.170	1.0
402.170	411.040	0.0
411.040	418.052	0.0
418.052	435.885	1.0
435.885	461.845	1.0
461.845	487.387	0.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	1.0
23.545	57.957	1.0
57.957	91.394	1.0
91.394	99.985	2.0
99.985	110.713	0.0
110.713	130.264	3.0
130.264	139.180	2.0
139.180	149.908	0.0
149.908	163.979	0.0
163.979	196.812	1.0
196.812	205.961	2.0
205.961	216.178	0.0
216.178	235.729	3.0
235.729	244.599	2.0
244.599	255.373	0.0
255.373	269.398	0.0
269.398	305.250	1.0
305.250	308.593	2.0
308.593	334.274	1.0
334.274	345.884	0.0
345.884	354.104	0.0
354.104	372.448	1.0
372.448	384.894	0.0
384.894	402.170	1.0
402.170	411.040	2.0
411.040	418.052	2.0
418.052	435.885	1.0
435.885	461.845	1.0
461.845	487.387	0.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	2.0
23.545	57.957	2.0
57.957	91.394	2.0
91.394	99.985	3.0
99.985	110.713	1.0
110.713	130.264	0.0
130.264	139.180	3.0
139.180	149.908	1.0
149.908	163.979	1.0
163.979	196.812	2.0
196.812	205.961	3.0
205.961	216.178	1.0
216.178	235.729	0.0
235.729	244.599	3.0
244.599	255.373	1.0
255.373	269.398	1.0
269.398	305.250	2.0
305.250	308.593	3.0
308.593	334.274	2.0
334.274	345.884	1.0
345.884	354.104	1.0
354.104	364.646	1.0
364.646	372.448	3.0
372.448	384.894	1.0
384.894	402.170	2.0
402.170	411.040	3.0
411.040	418.052	3.0
418.052	435.885	2.0
435.885	461.845	2.0
461.845	487.387	1.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	2.0
23.545	42.818	0.0
42.818	57.957	2.0
57.957	91.394	1.0
91.394	99.985	0.0
99.985	110.713	0.0
110.713	130.264	3.0
130.264	139.180	0.0
139.180	149.908	0.0
149.908	163.979	2.0
163.979	196.812	1.0
196.812	205.961	0.0
205.961	216.178	0.0
216.178	235.729	3.0
235.729	244.599	0.0
244.599	255.373	0.0
255.373	269.398	2.0
269.398	305.250	1.0
305.250	308.593	0.0
308.593	334.274	2.0
334.274	345.884	0.0
345.884	354.104	2.0
354.104	364.646	0.0
364.646	372.448	0.0
372.448	384.894	0.0
384.894	402.170	2.0
402.170	411.040	0.0
411.040	418.052	0.0
418.052	435.885	2.0
435.885	461.845	2.0
461.845	487.387	0.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	1.0
23.545	42.818	0.0
42.818	57.957	1.0
57.957	76.022	1.0
76.022	91.394	1.0
91.394	99.985	0.0
99.985	110.713	2.0
110.713	130.264	3.0
130.264	139.180	0.0
139.180	149.908	2.0
149.908	163.979	2.0
163.979	196.812	1.0
196.812	205.961	0.0
205.961	216.178	2.0
216.178	235.729	3.0
235.729	244.599	0.0
244.599	255.373	2.0
255.373	269.398	2.0
269.398	305.250	1.0
305.250	308.593	0.0
308.593	334.274	1.0
334.274	345.884	2.0
345.884	354.104	2.0
354.104	364.646	2.0
364.646	372.448	0.0
372.448	384.894	2.0
384.894	402.170	1.0
402.170	411.040	0.0
411.040	418.052	0.0
418.052	435.885	1.0
435.885	461.845	1.0
461.845	487.387	2.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	42.818	1.0
42.818	57.957	0.0
57.957	76.022	0.0
76.022	91.394	0.0
91.394	99.985	1.0
99.985	110.713	2.0
110.713	130.264	3.0
130.264	139.180	1.0
139.180	149.908	2.0
149.908	163.979	2.0
163.979	196.812	0.0
196.812	205.961	1.0
205.961	216.178	2.0
216.178	235.729	3.0
235.729	244.599	1.0
244.599	255.373	2.0
255.373	269.398	2.0
269.398	305.250	0.0
305.250	308.593	1.0
308.593	334.274	0.0
334.274	345.884	2.0
345.884	354.104	2.0
354.104	364.646	2.0
364.646	372.448	1.0
372.448	384.894	2.0
384.894	402.170	0.0
402.170	411.040	1.0
411.040	418.052	1.0
418.052	435.885	0.0
435.885	461.845	0.0
461.845	474.105	2.0
474.105	487.387	1.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	1.0
23.545	42.818	0.0
42.818	57.957	1.0
57.957	76.022	1.0
76.022	91.394	1.0
91.394	99.985	0.0
99.985	110.713	3.0
110.713	130.264	2.0
130.264	139.180	0.0
139.180	149.908	3.0
149.908	163.979	3.0
163.979	181.441	3.0
181.441	196.812	1.0
196.812	205.961	0.0
205.961	216.178	3.0
216.178	235.729	2.0
235.729	244.599	0.0
244.599	255.373	3.0
255.373	269.398	3.0
269.398	305.250	1.0
305.250	308.593	0.0
308.593	334.274	1.0
334.274	345.884	3.0
345.884	354.104	3.0
354.104	364.646	3.0
364.646	372.448	0.0
372.448	384.894	3.0
384.894	402.170	2.0
402.170	411.040	0.0
411.040	418.052	0.0
418.052	435.885	1.0
435.885	461.845	1.0
461.845	474.105	3.0
474.105	487.387	0.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	3.0
23.545	42.818	1.0
42.818	57.957	3.0
57.957	76.022	3.0
76.022	81.502	0.0
81.502	91.394	1.0
91.394	99.985	0.0
99.985	110.713	1.0
110.713	130.264	2.0
130.264	139.180	0.0
139.180	149.908	1.0
149.908	163.979	1.0
163.979	181.441	1.0
181.441	196.812	3.0
196.812	205.961	0.0
205.961	216.178	1.0
216.178	235.729	2.0
235.729	244.599	0.0
244.599	255.373	1.0
255.373	269.398	1.0
269.398	305.250	3.0
305.250	308.593	0.0
308.593	334.274	3.0
334.274	345.884	1.0
345.884	354.104	1.0
354.104	364.646	1.0
364.646	372.448	0.0
372.448	384.894	1.0
384.894	402.170	3.0
402.170	411.040	0.0
411.040	418.052	0.0
418.052	435.885	3.0
435.885	461.845	3.0
461.845	474.105	1.0
474.105	487.387	0.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	42.818	2.0
42.818	57.957	0.0
57.957	76.022	0.0
76.022	81.502	2.0
81.502	91.394	1.0
91.394	99.985	2.0
99.985	110.713	1.0
110.713	130.264	3.0
130.264	139.180	2.0
139.180	149.908	1.0
149.908	163.979	1.0
163.979	181.441	1.0
181.441	196.812	0.0
196.812	205.961	2.0
205.961	216.178	1.0
216.178	235.729	3.0
235.729	244.599	2.0
244.599	255.373	1.0
255.373	260.760	2.0
260.760	269.398	1.0
269.398	305.250	0.0
305.250	308.593	2.0
308.593	334.274	0.0
334.274	345.884	1.0
345.884	354.104	1.0
354.104	364.646	1.0
364.646	372.448	2.0
372.448	384.894	1.0
384.894	402.170	0.0
402.170	411.040	2.0
411.040	418.052	2.0
418.052	435.885	0.0
435.885	461.845	0.0
461.845	474.105	1.0
474.105	487.387	2.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	2.0
23.545	42.818	0.0
42.818	57.957	2.0
57.957	76.022	2.0
76.022	81.502	0.0
81.502	91.394	3.0
91.394	99.985	3.0
99.985	110.713	3.0
110.713	130.264	1.0
130.264	139.180	0.0
139.180	149.908	3.0
149.908	163.979	2.0
163.979	181.441	3.0
181.441	196.812	2.0
196.812	205.961	3.0
205.961	216.178	3.0
216.178	235.729	1.0
235.729	244.599	0.0
244.599	255.373	3.0
255.373	260.760	0.0
260.760	269.398	0.0
269.398	275.946	0.0
275.946	305.250	2.0
305.250	308.593	0.0
308.593	334.274	1.0
334.274	345.884	3.0
345.884	354.104	3.0
354.104	364.646	3.0
364.646	372.448	0.0
372.448	384.894	3.0
384.894	402.170	2.0
402.170	411.040	3.0
411.040	418.052	0.0
418.052	435.885	2.0
435.885	461.845	1.0
461.845	474.105	3.0
474.105	487.387	3.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	42.818	2.0
42.818	57.957	1.0
57.957	76.022	1.0
76.022	81.502	2.0
81.502	91.394	1.0
91.394	99.985	3.0
99.985	110.713	3.0
110.713	130.264	0.0
130.264	139.180	3.0
139.180	149.908	1.0
149.908	163.979	1.0
163.979	181.441	1.0
181.441	196.812	1.0
196.812	205.961	3.0
205.961	216.178	3.0
216.178	235.729	0.0
235.729	244.599	3.0
244.599	255.373	1.0
255.373	260.760	2.0
260.760	269.398	1.0
269.398	275.946	2.0
275.946	305.250	0.0
305.250	308.593	2.0
308.593	334.274	0.0
334.274	345.884	3.0
345.884	354.104	1.0
354.104	364.646	1.0
364.646	372.448	3.0
372.448	384.894	3.0
384.894	402.170	0.0
402.170	411.040	3.0
411.040	418.052	2.0
418.052	435.885	0.0
435.885	453.161	1.0
453.161	461.845	3.0
461.845	474.105	3.0
474.105	487.387	3.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	42.818	3.0
42.818	57.957	1.0
57.957	76.022	1.0
76.022	81.502	3.0
81.502	91.394	1.0
91.394	99.985	2.0
99.985	110.713	2.0
110.713	130.264	1.0
130.264	139.180	2.0
139.180	149.908	1.0
149.908	163.979	1.0
163.979	181.441	1.0
181.441	186.921	3.0
186.921	196.812	1.0
196.812	205.961	2.0
205.961	216.178	2.0
216.178	235.729	1.0
235.729	244.599	2.0
244.599	255.373	1.0
255.373	260.760	3.0
260.760	269.398	1.0
269.398	275.946	3.0
275.946	305.250	0.0
305.250	308.593	3.0
308.593	334.274	0.0
334.274	345.884	2.0
345.884	354.104	1.0
354.104	364.646	1.0
364.646	372.448	2.0
372.448	384.894	1.0
384.894	402.170	1.0
402.170	411.040	2.0
411.040	418.052	3.0
418.052	435.885	1.0
435.885	453.161	1.0
453.161	461.845	2.0
461.845	474.105	2.0
474.105	487.387	2.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	42.818	1.0
42.818	57.957	0.0
57.957	76.022	0.0
76.022	81.502	3.0
81.502	91.394	2.0
91.394	99.985	1.0
99.985	110.713	1.0
110.713	130.264	0.0
130.264	139.180	1.0
139.180	149.908	1.0
149.908	155.341	3.0
155.341	163.979	2.0
163.979	181.441	1.0
181.441	186.921	3.0
186.921	196.812	2.0
196.812	205.961	1.0
205.961	216.178	1.0
216.178	235.729	0.0
235.729	244.599	1.0
244.599	255.373	1.0
255.373	260.760	3.0
260.760	269.398	2.0
269.398	275.946	3.0
275.946	305.250	0.0
305.250	308.593	3.0
308.593	334.274	0.0
334.274	345.884	2.0
345.884	354.104	2.0
354.104	364.646	2.0
364.646	372.448	1.0
372.448	384.894	1.0
384.894	402.170	0.0
402.170	411.040	1.0
411.040	418.052	3.0
418.052	435.885	0.0
435.885	453.161	2.0
453.161	461.845	1.0
461.845	474.105	1.0
474.105	487.387	1.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	0.0
23.545	42.818	1.0
42.818	57.957	0.0
57.957	76.022	0.0
76.022	81.502	1.0
81.502	91.394	3.0
91.394	99.985	3.0
99.985	110.713	3.0
110.713	130.264	0.0
130.264	139.180	1.0
139.180	149.908	2.0
149.908	155.341	1.0
155.341	163.979	2.0
163.979	181.441	2.0
181.441	186.921	1.0
186.921	196.812	3.0
196.812	205.961	3.0
205.961	216.178	3.0
216.178	235.729	0.0
235.729	244.599	1.0
244.599	255.373	2.0
255.373	260.760	1.0
260.760	269.398	2.0
269.398	275.946	1.0
275.946	305.250	0.0
305.250	308.593	1.0
308.593	334.274	0.0
334.274	345.884	3.0
345.884	354.104	2.0
354.104	364.646	2.0
364.646	372.448	1.0
372.448	384.894	3.0
384.894	402.170	0.0
402.170	411.040	3.0
411.040	418.052	1.0
418.052	435.885	0.0
435.885	442.387	1.0
442.387	453.161	2.0
453.161	461.845	3.0
461.845	474.105	3.0
474.105	487.387	3.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	3.0
23.545	42.818	1.0
42.818	57.957	3.0
57.957	76.022	3.0
76.022	81.502	1.0
81.502	91.394	0.0
91.394	99.985	2.0
99.985	110.713	2.0
110.713	130.264	3.0
130.264	139.180	1.0
139.180	149.908	0.0
149.908	155.341	1.0
155.341	163.979	0.0
163.979	181.441	2.0
181.441	186.921	1.0
186.921	196.812	0.0
196.812	205.961	2.0
205.961	216.178	2.0
216.178	235.729	3.0
235.729	244.599	1.0
244.599	255.373	0.0
255.373	260.760	1.0
260.760	269.398	0.0
269.398	275.946	1.0
275.946	305.250	3.0
305.250	308.593	1.0
308.593	334.274	3.0
334.274	345.884	2.0
345.884	354.104	0.0
354.104	364.646	0.0
364.646	372.448	1.0
372.448	384.894	0.0
384.894	402.170	3.0
402.170	411.040	2.0
411.040	418.052	1.0
418.052	429.383	0.0
429.383	435.885	0.0
435.885	442.387	1.0
442.387	453.161	0.0
453.161	461.845	2.0
461.845	474.105	2.0
474.105	487.387	2.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	23.545	3.0
23.545	42.818	2.0
42.818	57.957	3.0
57.957	76.022	3.0
76.022	81.502	2.0
81.502	91.394	1.0
91.394	99.985	0.0
99.985	110.713	1.0
110.713	130.264	3.0
130.264	139.180	2.0
139.180	149.908	1.0
149.908	155.341	2.0
155.341	163.979	1.0
163.979	181.441	1.0
181.441	186.921	2.0
186.921	196.812	1.0
196.812	205.961	0.0
205.961	216.178	1.0
216.178	235.729	3.0
235.729	244.599	2.0
244.599	255.373	1.0
255.373	260.760	2.0
260.760	269.398	1.0
269.398	275.946	2.0
275.946	286.766	1.0
286.766	305.250	3.0
305.250	308.593	2.0
308.593	334.274	3.0
334.274	345.884	1.0
345.884	354.104	1.0
354.104	364.646	1.0
364.646	372.448	2.0
372.448	384.894	1.0
384.894	402.170	1.0
402.170	411.040	0.0
411.040	418.052	2.0
418.052	429.383	1.0
429.383	435.885	1.0
435.885	442.387	2.0
442.387	453.161	1.0
453.161	461.845	1.0
461.845	474.105	0.0
474.105	487.387	0.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	11.517	3.0
11.517	23.545	3.0
23.545	42.818	2.0
42.818	57.957	3.0
57.957	76.022	3.0
76.022	81.502	1.0
81.502	91.394	3.0
91.394	99.985	2.0
99.985	110.713	2.0
110.713	130.264	0.0
130.264	139.180	1.0
139.180	149.908	3.0
149.908	155.341	1.0
155.341	163.979	3.0
163.979	181.441	3.0
181.441	186.921	1.0
186.921	196.812	3.0
196.812	205.961	2.0
205.961	216.178	2.0
216.178	235.729	0.0
235.729	244.599	1.0
244.599	255.373	3.0
255.373	260.760	1.0
260.760	269.398	3.0
269.398	275.946	1.0
275.946	286.766	3.0
286.766	305.250	3.0
305.250	308.593	1.0
308.593	334.274	0.0
334.274	345.884	3.0
345.884	354.104	3.0
354.104	364.646	3.0
364.646	372.448	1.0
372.448	384.894	3.0
384.894	402.170	3.0
402.170	411.040	2.0
411.040	418.052	1.0
418.052	429.383	3.0
429.383	435.885	3.0
435.885	442.387	1.0
442.387	453.161	3.0
453.161	461.845	2.0
461.845	474.105	2.0
474.105	487.387	2.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	8.731	3.0
8.731	11.517	0.0
11.517	23.545	1.0
23.545	42.818	2.0
42.818	57.957	1.0
57.957	76.022	1.0
76.022	81.502	3.0
81.502	91.394	2.0
91.394	99.985	2.0
99.985	110.713	2.0
110.713	130.264	1.0
130.264	139.180	3.0
139.180	149.908	2.0
149.908	155.341	3.0
155.341	163.979	1.0
163.979	181.441	2.0
181.441	186.921	3.0
186.921	196.812	2.0
196.812	205.961	2.0
205.961	216.178	2.0
216.178	235.729	1.0
235.729	244.599	3.0
244.599	255.373	2.0
255.373	260.760	3.0
260.760	269.398	1.0
269.398	275.946	3.0
275.946	286.766	2.0
286.766	305.250	1.0
305.250	308.593	0.0
308.593	334.274	1.0
334.274	345.884	2.0
345.884	354.104	1.0
354.104	364.646	1.0
364.646	372.448	3.0
372.448	384.894	2.0
384.894	402.170	1.0
402.170	411.040	2.0
411.040	418.052	3.0
418.052	429.383	2.0
429.383	435.885	1.0
435.885	442.387	3.0
442.387	453.161	1.0
453.161	461.845	2.0
461.845	474.105	2.0
474.105	487.387	2.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	8.731	3.0
8.731	11.517	0.0
11.517	23.545	2.0
23.545	42.818	1.0
42.818	57.957	2.0
57.957	76.022	2.0
76.022	81.502	3.0
81.502	91.394	1.0
91.394	99.985	1.0
99.985	110.713	1.0
110.713	130.264	2.0
130.264	139.180	1.0
139.180	149.908	1.0
149.908	155.341	3.0
155.341	163.979	2.0
163.979	181.441	1.0
181.441	186.921	3.0
186.921	196.812	1.0
196.812	205.961	1.0
205.961	216.178	1.0
216.178	235.729	2.0
235.729	244.599	1.0
244.599	255.373	1.0
255.373	260.760	3.0
260.760	269.398	2.0
269.398	275.946	3.0
275.946	286.766	1.0
286.766	305.250	2.0
305.250	308.593	0.0
308.593	334.274	2.0
334.274	345.884	1.0
345.884	354.104	2.0
354.104	360.792	3.0
360.792	364.646	3.0
364.646	372.448	1.0
372.448	384.894	1.0
384.894	402.170	2.0
402.170	411.040	1.0
411.040	418.052	3.0
418.052	429.383	1.0
429.383	435.885	2.0
435.885	442.387	3.0
442.387	453.161	2.0
453.161	461.845	1.0
461.845	474.105	1.0
474.105	487.387	1.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	8.731	2.0
8.731	11.517	2.0
11.517	23.545	1.0
23.545	42.818	3.0
42.818	57.957	0.0
57.957	76.022	0.0
76.022	81.502	2.0
81.502	91.394	1.0
91.394	99.985	3.0
99.985	110.713	3.0
110.713	130.264	1.0
130.264	139.180	3.0
139.180	149.908	1.0
149.908	155.341	2.0
155.341	163.979	1.0
163.979	181.441	0.0
181.441	186.921	2.0
186.921	196.812	1.0
196.812	205.961	3.0
205.961	216.178	3.0
216.178	235.729	1.0
235.729	244.599	3.0
244.599	255.373	1.0
255.373	260.760	2.0
260.760	269.398	1.0
269.398	275.946	3.0
275.946	286.766	1.0
286.766	305.250	0.0
305.250	308.593	2.0
308.593	334.274	0.0
334.274	345.884	1.0
345.884	354.104	1.0
354.104	358.470	2.0
358.470	360.792	2.0
360.792	364.646	2.0
364.646	372.448	3.0
372.448	384.894	1.0
384.894	402.170	1.0
402.170	411.040	3.0
411.040	418.052	2.0
418.052	429.383	1.0
429.383	435.885	1.0
435.885	442.387	3.0
442.387	453.161	1.0
453.161	461.845	3.0
461.845	474.105	3.0
474.105	487.387	3.0
487.387	487.422	4.0

0.000	2.786	4.0
2.786	8.731	1.0
8.731	11.517	2.0
11.517	23.545	1.0
