onset,pitch,duration,staff
55.0,44,0.998,0.0
55.0,80,0.998,0.0
55.0,68,0.998,0.0
55.5,60,0.998,0.0
55.5,56,0.998,0.0
55.5,53,0.998,0.0
56.0,48,0.9,0.0
56.0,84,0.9,0.0
56.0,72,0.9,0.0
56.5,60,0.45,0.0
56.5,56,0.45,0.0
56.5,53,0.45,0.0
57.0,41,1.998,0.0
57.0,77,1.998,0.0
57.0,65,1.998,0.0
57.5,60,0.498,0.0
57.5,56,0.498,0.0
57.5,53,0.498,0.0
58.0,61,0.498,0.0
58.0,56,0.498,0.0
58.0,53,0.498,0.0
58.5,61,0.498,0.0
58.5,56,0.498,0.0
58.5,53,0.498,0.0
59.0,51,0.9,0.0
59.0,79,0.9,0.0
59.0,67,0.9,0.0
59.0,63,0.498,0.0
59.0,61,0.498,0.0
59.0,58,0.498,0.0
59.5,63,0.45,0.0
59.5,61,0.45,0.0
59.5,58,0.45,0.0
60.0,56,0.45,0.0
60.0,68,0.998,0.0
60.0,80,0.998,0.0
60.0,63,0.498,0.0
60.0,60,0.498,0.0
60.5,63,0.498,0.0
60.5,60,0.498,0.0
60.5,56,0.498,0.0
61.0,84,0.998,0.0
61.0,72,0.998,0.0
61.0,63,0.498,0.0
61.0,60,0.498,0.0
61.0,56,0.498,0.0
61.5,63,0.498,0.0
61.5,60,0.498,0.0
61.5,56,0.498,0.0
62.0,87,0.9,0.0
62.0,75,0.9,0.0
62.0,63,0.498,0.0
62.0,60,0.498,0.0
62.0,56,0.498,0.0
62.5,63,0.45,0.0
62.5,60,0.45,0.0
62.5,56,0.45,0.0
63.0,80,1.998,0.0
63.0,68,1.998,0.0
63.0,63,0.498,0.0
63.0,60,0.498,0.0
63.0,56,0.498,0.0
63.5,63,0.998,0.0
63.5,60,0.998,0.0
63.5,56,0.998,0.0
64.0,75,0.998,0.0
64.0,48,0.998,0.0
64.5,63,0.998,0.0
64.5,60,0.998,0.0
65.0,75,0.9,0.0
65.0,47,0.9,0.0
65.0,81,0.9,0.0
65.0,69,0.9,0.0
65.5,65,0.45,0.0
65.5,63,0.45,0.0
65.5,59,0.45,0.0
66.0,82,1.8,0.0
66.0,74,1.8,0.0
66.0,70,1.8,0.0
66.0,65,0.45,0.0
66.0,62,0.45,0.0
66.0,58,0.45,0.0
66.5,46,0.498,0.0
67.0,50,0.498,0.0
67.5,53,0.498,0.0
68.0,58,0.498,0.0
68.0,77,0.9,0.0
68.0,74,0.9,0.0
68.5,62,0.45,0.0
69.0,65,0.998,0.0
69.0,74,0.998,0.0
69.0,70,0.998,0.0
70.0,62,0.998,0.0
70.0,65,0.998,0.0
70.0,70,0.998,0.0
71.0,58,0.9,0.0
71.0,62,0.9,0.0
71.0,68,0.9,0.0
71.0,56,0.9,0.0
71.0,53,0.9,0.0
71.0,46,0.9,0.0
72.0,58,0.5,0.0
72.0,63,0.5,0.0
72.0,67,0.5,0.0
72.0,55,0.5,0.0
72.0,51,0.5,0.0
72.0,46,0.5,0.0
72.75,46,0.123,0.0
72.875,58,1.873,0.0
73.0,75,0.998,0.0
73.0,54,1.8,0.0
73.0,51,1.8,0.0
73.0,60,1.8,0.0
73.0,46,1.8,0.0
74.0,69,0.45,0.0
74.75,46,0.123,0.0
74.875,58,0.113,0.0
75.0,81,0.998,0.0
75.0,60,1.998,0.0
75.0,54,1.998,0.0
75.0,51,1.998,0.0
75.0,46,1.998,0.0
76.0,69,0.5,0.0
77.0,66,0.95,0.0
77.0,46,0.95,0.0
77.083,72,0.867,0.0
77.083,51,0.867,0.0
77.167,75,0.783,0.0
77.167,54,0.783,0.0
77.25,81,0.7,0.0
77.25,60,0.7,0.0
78.0,82,1.998,0.0
78.0,65,0.95,0.0
78.0,46,0.498,0.0
78.083,70,0.867,0.0
78.083,53,0.415,0.0
78.167,74,0.783,0.0
78.167,58,0.331,0.0
78.25,82,0.7,0.0
78.25,62,0.248,0.0
78.5,46,0.498,0.0
79.0,50,0.498,0.0
79.5,53,0.498,0.0
80.0,58,0.498,0.0
80.0,77,0.9,0.0
80.0,74,0.9,0.0
80.5,62,0.45,0.0
81.0,65,0.998,0.0
81.0,74,0.998,0.0
81.0,70,0.998,0.0
82.0,62,0.45,0.0
82.0,65,0.998,0.0
82.0,70,0.998,0.0
83.0,46,0.9,0.0
83.0,65,1.0,0.0
83.0,70,1.0,0.0
83.0,58,1.0,0.0
83.0,62,1.0,0.0
83.0,53,1.0,0.0
83.0,50,1.0,0.0
84.0,44,0.998,0.0
84.0,65,0.998,0.0
84.0,70,0.998,0.0
84.0,58,0.998,0.0
84.0,62,0.998,0.0
84.0,53,0.998,0.0
84.0,50,0.998,0.0
84.5,32,0.248,0.0
84.75,44,1.748,0.0
85.0,74,0.998,0.0
85.0,62,1.8,0.0
85.0,65,1.8,0.0
85.0,58,1.8,0.0
85.0,53,1.8,0.0
85.0,50,1.8,0.0
85.0,44,1.8,0.0
86.0,70,0.45,0.0
86.5,32,0.248,0.0
86.75,44,0.225,0.0
87.0,77,0.998,0.0
87.0,74,1.8,0.0
87.0,65,1.8,0.0
87.0,58,1.998,0.0
87.0,53,1.998,0.0
87.0,50,1.998,0.0
87.0,44,1.998,0.0
88.0,70,0.998,0.0
89.0,82,1.0,0.0
89.0,70,1.0,0.0
89.0,77,1.0,0.0
89.0,74,1.0,0.0
89.0,58,1.0,0.0
89.0,53,1.0,0.0
89.0,50,1.0,0.0
89.0,44,1.0,0.0
90.0,82,0.998,0.0
90.0,70,0.998,0.0
90.0,77,0.998,0.0
90.0,74,0.998,0.0
90.0,58,0.998,0.0
90.0,53,0.998,0.0
90.0,50,0.998,0.0
90.0,44,0.998,0.0
90.5,31,0.248,0.0
90.75,43,0.225,0.0
91.0,75,0.998,0.0
91.0,63,1.8,0.0
91.0,67,1.8,0.0
91.0,58,1.8,0.0
91.0,51,1.8,0.0
91.0,43,1.8,0.0
92.0,70,0.45,0.0
93.0,79,0.998,0.0
93.0,75,1.8,0.0
93.0,67,1.8,0.0
93.0,43,1.998,0.0
93.0,58,1.998,0.0
93.0,51,1.998,0.0
94.0,70,0.998,0.0
95.0,82,1.0,0.0
95.0,79,1.0,0.0
95.0,75,1.0,0.0
95.0,70,1.0,0.0
95.0,58,1.0,0.0
95.0,51,1.0,0.0
95.0,43,1.0,0.0
96.0,82,0.998,0.0
96.0,79,0.998,0.0
96.0,75,0.998,0.0
96.0,70,0.998,0.0
96.0,58,0.998,0.0
96.0,51,0.998,0.0
96.0,43,0.998,0.0
97.0,58,0.5,0.0
97.0,70,0.5,0.0
97.0,62,0.5,0.0
97.0,65,0.5,0.0
97.0,32,0.5,0.0
97.0,44,0.5,0.0
98.0,74,1.0,0.0
98.0,70,1.0,0.0
98.0,82,1.0,0.0
98.0,77,1.0,0.0
98.0,58,1.0,0.0
98.0,44,1.0,0.0
98.0,53,1.0,0.0
98.0,50,1.0,0.0
99.0,74,0.998,0.0
99.0,70,0.998,0.0
99.0,82,0.998,0.0
99.0,77,0.998,0.0
99.0,58,0.998,0.0
99.0,44,0.998,0.0
99.0,53,0.998,0.0
99.0,50,0.998,0.0
100.0,58,0.5,0.0
100.0,63,0.5,0.0
100.0,67,0.5,0.0
100.0,70,0.5,0.0
100.0,31,0.5,0.0
100.0,43,0.5,0.0
101.0,82,1.0,0.0
101.0,70,1.0,0.0
101.0,79,0.9,0.0
101.0,75,0.9,0.0
101.0,43,0.9,0.0
101.0,58,0.9,0.0
101.0,51,0.9,0.0
102.0,80,0.45,0.0
102.0,74,0.45,0.0
102.0,82,0.9,0.0
102.0,70,0.9,0.0
102.0,53,0.25,0.0
102.0,41,0.25,0.0
102.5,56,0.498,0.0
102.5,68,0.498,0.0
102.5,65,0.498,0.0
103.0,74,0.248,0.0
103.0,70,0.248,0.0
103.0,68,0.498,0.0
103.0,65,0.498,0.0
103.0,56,0.498,0.0
103.25,82,0.248,0.0
103.5,75,0.248,0.0
103.5,72,0.248,0.0
103.5,67,0.498,0.0
103.5,63,0.498,0.0
103.5,55,0.498,0.0
103.75,84,0.248,0.0
104.0,77,0.248,0.0
104.0,74,0.248,0.0
104.0,53,0.498,0.0
104.0,65,0.498,0.0
104.0,62,0.498,0.0
104.25,86,0.248,0.0
104.5,79,0.248,0.0
104.5,75,0.248,0.0
104.5,63,0.45,0.0
104.5,60,0.45,0.0
104.5,51,0.45,0.0
104.75,87,0.225,0.0
105.0,80,0.248,0.0
105.0,77,0.248,0.0
105.0,62,0.498,0.0
105.0,58,0.498,0.0
105.0,50,0.498,0.0
105.25,89,0.248,0.0
105.5,82,0.248,0.0
105.5,79,0.248,0.0
105.5,48,0.498,0.0
105.5,60,0.498,0.0
105.5,56,0.498,0.0
105.75,91,0.248,0.0
106.0,84,0.248,0.0
106.0,80,0.248,0.0
106.0,46,0.498,0.0
106.0,58,0.498,0.0
106.0,55,0.498,0.0
106.25,92,0.248,0.0
106.5,86,0.248,0.0
106.5,82,0.248,0.0
106.5,56,0.498,0.0
106.5,53,0.498,0.0
106.5,46,0.498,0.0
106.75,94,0.248,0.0
107.0,87,0.248,0.0
107.0,84,0.248,0.0
107.0,55,0.498,0.0
107.0,51,0.498,0.0
107.0,46,0.498,0.0
107.25,96,0.248,0.0
107.5,89,0.248,0.0
107.5,86,0.248,0.0
107.5,53,0.45,0.0
107.5,46,0.45,0.0
107.75,98,0.225,0.0
108.0,91,0.498,0.0
108.0,99,0.498,0.0
108.0,87,0.498,0.0
108.0,51,0.998,0.0
108.0,39,0.998,0.0
108.5,79,0.248,0.0
108.5,75,0.248,0.0
108.75,87,0.248,0.0
109.0,79,0.248,0.0
109.0,75,0.248,0.0
109.0,63,0.998,0.0
109.0,51,0.998,0.0
109.25,87,0.248,0.0
109.5,79,0.248,0.0
109.5,75,0.248,0.0
109.75,87,0.248,0.0
110.0,79,0.248,0.0
110.0,75,0.248,0.0
110.0,67,0.9,0.0
110.0,55,0.9,0.0
110.25,87,0.248,0.0
110.5,79,0.248,0.0
110.5,75,0.248,0.0
110.75,87,0.225,0.0
111.0,79,0.248,0.0
111.0,75,0.248,0.0
111.0,63,1.998,0.0
111.0,51,1.998,0.0
111.25,87,0.248,0.0
111.5,79,0.248,0.0
111.5,75,0.248,0.0
111.75,87,0.248,0.0
112.0,79,0.248,0.0
112.0,75,0.248,0.0
112.25,87,0.248,0.0
112.5,79,0.248,0.0
112.5,75,0.248,0.0
112.75,87,0.248,0.0
113.0,79,0.248,0.0
113.0,75,0.248,0.0
113.0,58,0.9,0.0
113.0,46,0.9,0.0
113.25,87,0.248,0.0
113.5,79,0.248,0.0
113.5,75,0.248,0.0
113.75,87,0.225,0.0
114.0,79,0.248,0.0
114.0,75,0.248,0.0
114.0,63,0.998,0.0
114.0,51,0.998,0.0
114.25,87,0.248,0.0
114.5,79,0.248,0.0
114.5,75,0.248,0.0
114.75,87,0.248,0.0
115.0,79,0.248,0.0
115.0,75,0.248,0.0
115.0,67,0.998,0.0
115.0,55,0.998,0.0
115.25,87,0.248,0.0
115.5,79,0.248,0.0
115.5,75,0.248,0.0
115.75,87,0.248,0.0
116.0,79,0.248,0.0
116.0,75,0.248,0.0
116.0,70,0.9,0.0
116.0,58,0.9,0.0
116.25,87,0.248,0.0
116.5,79,0.248,0.0
116.5,75,0.248,0.0
116.75,87,0.225,0.0
117.0,79,0.248,0.0
117.0,75,0.248,0.0
117.0,63,1.998,0.0
117.0,51,1.998,0.0
117.25,87,0.248,0.0
117.5,79,0.248,0.0
117.5,75,0.248,0.0
117.75,87,0.248,0.0
118.0,75,0.248,0.0
118.0,82,0.248,0.0
118.0,79,0.248,0.0
118.25,87,0.248,0.0
118.5,82,0.248,0.0
118.5,79,0.248,0.0
118.5,75,0.248,0.0
